"","Genus","Species"
"Otu1141",NA,NA
"Otu1142",NA,NA
"Otu1145",NA,NA
"Otu1146",NA,NA
"Otu1149",NA,NA
"Otu1152",NA,NA
"Otu1153",NA,NA
"Otu1155","Fabibacter","pacificus"
"Otu1158",NA,NA
"Otu1159",NA,NA
"Otu1160",NA,NA
"Otu1161",NA,NA
"Otu1166",NA,NA
"Otu1168",NA,NA
"Otu1169",NA,NA
"Otu1172",NA,NA
"Otu1176",NA,NA
"Otu1177",NA,NA
"Otu1178",NA,NA
"Otu1179",NA,NA
"Otu1182",NA,NA
"Otu1183",NA,NA
"Otu1184",NA,NA
"Otu1187",NA,NA
"Otu1188",NA,NA
"Otu1189",NA,NA
"Otu1191","Perlucidibaca","piscinae"
"Otu1195",NA,NA
"Otu1201",NA,NA
"Otu1203",NA,NA
"Otu1204",NA,NA
"Otu1205",NA,NA
"Otu1207",NA,NA
"Otu1208",NA,NA
"Otu1216",NA,NA
"Otu1217",NA,NA
"Otu1219",NA,NA
"Otu1221",NA,NA
"Otu1224",NA,NA
"Otu1226",NA,NA
"Otu1233",NA,NA
"Otu1234",NA,NA
"Otu1236",NA,NA
"Otu1237",NA,NA
"Otu1238",NA,NA
"Otu1239","Shewanella","algae/baltica/oneidensis/profunda/putrefaciens/xiamenensis"
"Otu1241","Euryhalocaulis","caribicus"
"Otu1243",NA,NA
"Otu1246",NA,NA
"Otu1253",NA,NA
"Otu1254",NA,NA
"Otu1256",NA,NA
"Otu1257",NA,NA
"Otu1259","Tropicibacter","phthalicicus"
"Otu1261",NA,NA
"Otu1268",NA,NA
"Otu1269",NA,NA
"Otu1270",NA,NA
"Otu1272",NA,NA
"Otu1273",NA,NA
"Otu1274",NA,NA
"Otu1276",NA,NA
"Otu1280",NA,NA
"Otu1281",NA,NA
"Otu1286",NA,NA
"Otu1287",NA,NA
"Otu1290",NA,NA
"Otu1293",NA,NA
"Otu1294","Prevotella","melaninogenica"
"Otu1300",NA,NA
"Otu1303",NA,NA
"Otu1304",NA,NA
"Otu1305",NA,NA
"Otu1306",NA,NA
"Otu1307",NA,NA
"Otu1309",NA,NA
"Otu1310","Limnobacter","thiooxidans"
"Otu1311",NA,NA
"Otu1312",NA,NA
"Otu1313",NA,NA
"Otu1314",NA,NA
"Otu1317",NA,NA
"Otu1319",NA,NA
"Otu1328",NA,NA
"Otu1330",NA,NA
"Otu1332","Paracoccus","aestuarii/beibuensis/marinus/rhizosphaerae/siganidrum"
"Otu1333",NA,NA
"Otu1334",NA,NA
"Otu1338",NA,NA
"Otu1339",NA,NA
"Otu1340",NA,NA
"Otu1342","Corynebacterium","confusum"
"Otu1343",NA,NA
"Otu1344",NA,NA
"Otu1345",NA,NA
"Otu1349",NA,NA
"Otu1351",NA,NA
"Otu1354",NA,NA
"Otu1356",NA,NA
"Otu1357",NA,NA
"Otu1358",NA,NA
"Otu1359",NA,NA
"Otu1360",NA,"alvei/aquatilis/archeti/entomophaga/fonticola/frederiksenii/grimesii/inusitata/liquefaciens/nurmii/paralvei/proteamaculans/ruckeri/variigena"
"Otu1363",NA,NA
"Otu1364",NA,NA
"Otu1365",NA,NA
"Otu1367",NA,NA
"Otu1368",NA,NA
"Otu1369",NA,NA
"Otu1378",NA,NA
"Otu1379",NA,NA
"Otu1382",NA,NA
"Otu1384",NA,NA
"Otu1387",NA,NA
"Otu1388",NA,NA
"Otu1389",NA,NA
"Otu1390",NA,NA
"Otu1391",NA,NA
"Otu1393",NA,NA
"Otu1394",NA,NA
"Otu1395",NA,NA
"Otu1397",NA,NA
"Otu1400",NA,NA
"Otu1401",NA,NA
"Otu1402",NA,NA
"Otu1403",NA,NA
"Otu1404",NA,NA
"Otu1405",NA,NA
"Otu1407",NA,NA
"Otu1409","Psychroserpens","mesophilus"
"Otu1411",NA,NA
"Otu1419",NA,NA
"Otu1420","Bacillus","chandigarhensis/cihuensis/foraminis/jeotgali/persicus"
"Otu1424",NA,NA
"Otu1428",NA,NA
"Otu1429",NA,NA
"Otu1440",NA,NA
"Otu1442",NA,NA
"Otu1443",NA,NA
"Otu1444",NA,NA
"Otu1445",NA,NA
"Otu1446",NA,NA
"Otu1447",NA,NA
"Otu1450",NA,NA
"Otu1455",NA,NA
"Otu1456",NA,NA
"Otu1460",NA,NA
"Otu1462",NA,NA
"Otu1463","Vibrio","aestuarianus/alginolyticus/barjaei/hippocampi/ichthyoenteri/mediterranei/shiloi/shilonii"
"Otu1466",NA,NA
"Otu1468",NA,NA
"Otu1470",NA,NA
"Otu1471",NA,NA
"Otu1473",NA,NA
"Otu1480",NA,NA
"Otu1481",NA,NA
"Otu1487",NA,NA
"Otu1488",NA,NA
"Otu1489",NA,NA
"Otu1491",NA,NA
"Otu1493",NA,NA
"Otu1497",NA,NA
"Otu1500",NA,NA
"Otu1505",NA,NA
"Otu1506",NA,NA
"Otu1507",NA,NA
"Otu1508",NA,NA
"Otu1513",NA,NA
"Otu1515",NA,NA
"Otu1518",NA,NA
"Otu1521",NA,NA
"Otu1524",NA,NA
"Otu1531",NA,NA
"Otu1538","Williamsia","serinedens"
"Otu1540",NA,NA
"Otu1544",NA,NA
"Otu1546",NA,NA
"Otu1549",NA,NA
"Otu1551",NA,NA
"Otu1552",NA,NA
"Otu1553",NA,NA
"Otu1555",NA,NA
"Otu1557",NA,NA
"Otu1560",NA,NA
"Otu1562",NA,NA
"Otu1564",NA,NA
"Otu1567","Paracoccus","stylophorae"
"Otu1570",NA,NA
"Otu1574",NA,NA
"Otu1579",NA,NA
"Otu1580",NA,NA
"Otu1582",NA,NA
"Otu1583",NA,NA
"Otu1584",NA,NA
"Otu1585",NA,NA
"Otu1587",NA,NA
"Otu1589",NA,NA
"Otu1590",NA,NA
"Otu1591",NA,NA
"Otu1596",NA,NA
"Otu1598",NA,NA
"Otu1599",NA,NA
"Otu1601",NA,NA
"Otu1608",NA,NA
"Otu1609",NA,NA
"Otu1611",NA,NA
"Otu1613","Pseudoxanthomonas","japonensis/mexicana"
"Otu1614",NA,NA
"Otu1617",NA,NA
"Otu1626",NA,NA
"Otu1627","Dermacoccus","abyssi/barathri/profundi"
"Otu1629",NA,NA
"Otu1635",NA,NA
"Otu1636",NA,NA
"Otu1637",NA,NA
"Otu1638",NA,NA
"Otu1641",NA,NA
"Otu1642",NA,NA
"Otu1644",NA,NA
"Otu1645",NA,NA
"Otu1648",NA,NA
"Otu1649",NA,NA
"Otu1650",NA,NA
"Otu1651",NA,NA
"Otu1656","Brevundimonas","albigilva/nasdae/vesicularis"
"Otu1657",NA,NA
"Otu1673",NA,NA
"Otu1675","Acinetobacter","baumannii/beijerinckii/calcoaceticus/dispersus/gyllenbergii/haemolyticus/junii/oryzae/parvus/tandoii/tjernbergiae"
"Otu1677",NA,NA
"Otu1679",NA,NA
"Otu1681",NA,NA
"Otu1683",NA,NA
"Otu1684",NA,NA
"Otu1685",NA,NA
"Otu1686","Delftia","acidovorans/lacustris/tsuruhatensis"
"Otu1691",NA,NA
"Otu1696",NA,NA
"Otu1698",NA,NA
"Otu1700",NA,NA
"Otu1702","Idiomarina","atlantica/donghaiensis/homiensis/woesei"
"Otu1704","Neisseria","lactamica/meningitidis"
"Otu1712",NA,NA
"Otu1714",NA,NA
"Otu1715","Stenotrophomonas","maltophilia/rhizophila"
"Otu1720",NA,NA
"Otu1721",NA,NA
"Otu1722","Exiguobacterium","acetylicum/aestuarii/alkaliphilum/aquaticum/arabatum/aurantiacum/chiriqhucha/himgiriensis/homiense/marinum/mexicanum/panipatensis/pavilionensis/profundum"
"Otu1724",NA,NA
"Otu1726",NA,NA
"Otu1727",NA,NA
"Otu1728",NA,NA
"Otu1729",NA,NA
"Otu1730",NA,NA
"Otu1736",NA,NA
"Otu1737",NA,NA
"Otu1740",NA,NA
"Otu1741",NA,NA
"Otu1742",NA,NA
"Otu1743",NA,NA
"Otu1744",NA,NA
"Otu1745",NA,NA
"Otu1747",NA,NA
"Otu1748",NA,NA
"Otu1750",NA,NA
"Otu1752","Ralstonia","detusculanense/insidiosa/mannitolilytica/pickettii/solanacearum/syzygii"
"Otu1754",NA,NA
"Otu1757",NA,NA
"Otu1767","Sphingobacterium","anhuiense/faecium/kitahiroshimense"
"Otu1769",NA,NA
"Otu1777",NA,NA
"Otu1778",NA,NA
"Otu1781",NA,"fonticola/horti/solurbis"
"Otu1788",NA,NA
"Otu1792",NA,NA
"Otu1794",NA,NA
"Otu1795",NA,NA
"Otu1799",NA,NA
"Otu1812",NA,NA
"Otu1813",NA,NA
"Otu1819",NA,NA
"Otu1825",NA,NA
"Otu1826",NA,NA
"Otu1827",NA,NA
"Otu1828",NA,NA
"Otu1831",NA,NA
"Otu1835",NA,NA
"Otu1836",NA,NA
"Otu1837",NA,NA
"Otu1838",NA,NA
"Otu1840",NA,NA
"Otu1844",NA,NA
"Otu1854",NA,NA
"Otu1855",NA,NA
"Otu1856",NA,NA
"Otu1857",NA,NA
"Otu1858",NA,NA
"Otu1862",NA,NA
"Otu1865",NA,NA
"Otu1866",NA,NA
"Otu1867",NA,NA
"Otu1869",NA,NA
"Otu1870",NA,NA
"Otu1873",NA,NA
"Otu1876",NA,NA
"Otu1880",NA,NA
"Otu1881",NA,NA
"Otu1885",NA,NA
"Otu1887",NA,NA
"Otu1893",NA,NA
"Otu1895",NA,NA
"Otu1896",NA,NA
"Otu1897","Ferrimonas","balearica"
"Otu1901",NA,NA
"Otu1904",NA,NA
"Otu1910",NA,NA
"Otu1912",NA,NA
"Otu1919",NA,NA
"Otu1922","Methylobacterium","brachiatum/fujisawaense/gregans/hispanicum/longum/mesophilicum/oryzae/phyllosphaerae/phyllostachyos/radiotolerans/tardum"
"Otu1925",NA,NA
"Otu1927",NA,NA
"Otu1934",NA,NA
"Otu1935",NA,NA
"Otu1938","Fulvimarina","manganoxydans"
"Otu1950",NA,NA
"Otu1951",NA,NA
"Otu1958",NA,NA
"Otu1961",NA,NA
"Otu1963",NA,NA
"Otu1964",NA,NA
"Otu1970",NA,NA
"Otu1975",NA,NA
"Otu1976",NA,NA
"Otu1977",NA,NA
"Otu1985",NA,NA
"Otu1986",NA,NA
"Otu1993",NA,NA
"Otu1994",NA,NA
"Otu2000",NA,NA
"Otu2001","Pseudomonas","amygdali/baetica/caricapapayae/caspiana/clemancea/fluorescens/graminis/hunanensis/jessenii/koreensis/meliae/moraviensis/oryzihabitans/pavonaceae/putida/savastanoi/syringae/taetrolens/tremae"
"Otu2002","Acinetobacter","baumannii/septicus/ursingii"
"Otu2003",NA,NA
"Otu2005",NA,NA
"Otu2007",NA,NA
"Otu2008",NA,NA
"Otu2014",NA,NA
"Otu2015",NA,NA
"Otu2020",NA,NA
"Otu2021","Capnocytophaga","leadbetteri"
"Otu2022",NA,NA
"Otu2023",NA,NA
"Otu2024",NA,NA
"Otu2025",NA,NA
"Otu2026",NA,NA
"Otu2029",NA,NA
"Otu2032",NA,NA
"Otu2037",NA,NA
"Otu2044","Thalassospira","alkalitolerans/lucentensis/permensis/xiamenensis/xianhensis"
"Otu2045",NA,NA
"Otu2047",NA,NA
"Otu2049",NA,NA
"Otu2051",NA,NA
"Otu2054",NA,NA
"Otu2057",NA,NA
"Otu2060",NA,NA
"Otu2065",NA,NA
"Otu2073",NA,NA
"Otu2082","Corynebacterium","aurimucosum/minutissimum"
"Otu2083",NA,NA
"Otu2087",NA,NA
"Otu2088",NA,NA
"Otu2090",NA,NA
"Otu2092","Streptococcus","australis/infantis/lactarius/mitis/oralis/peroris/sanguinis"
"Otu2093",NA,NA
"Otu2095",NA,NA
"Otu2096",NA,NA
"Otu2097",NA,NA
"Otu2101",NA,NA
"Otu2106",NA,NA
"Otu2107",NA,NA
"Otu2108",NA,NA
"Otu2112","Arthrobacter","agilis/pityocampae"
"Otu2117",NA,NA
"Otu2118",NA,NA
"Otu2119",NA,NA
"Otu2120",NA,NA
"Otu2121",NA,NA
"Otu2123",NA,NA
"Otu2126",NA,NA
"Otu2127",NA,NA
"Otu2133",NA,NA
"Otu2141",NA,NA
"Otu2154",NA,NA
"Otu2159",NA,NA
"Otu2166",NA,NA
"Otu2168","Mesoflavibacter","sabulilitoris/zeaxanthinifaciens"
"Otu2171",NA,NA
"Otu2181",NA,NA
"Otu2184",NA,NA
"Otu2194",NA,NA
"Otu2197",NA,NA
"Otu2203",NA,NA
"Otu2205","Rhizobium","daejeonense/leguminosarum/naphthalenivorans/nepotum/rhizogenes"
"Otu2209",NA,NA
"Otu2213",NA,NA
"Otu2215",NA,NA
"Otu2224",NA,NA
"Otu2228",NA,NA
"Otu2229",NA,NA
"Otu2231",NA,NA
"Otu2238",NA,NA
"Otu2244",NA,NA
"Otu2249",NA,NA
"Otu2261",NA,NA
"Otu2270",NA,NA
"Otu2272",NA,NA
"Otu2277",NA,NA
"Otu2278",NA,NA
"Otu2280",NA,NA
"Otu2281",NA,NA
"Otu2296","Enterovibrio","nigricans"
"Otu2298",NA,NA
"Otu2300",NA,NA
"Otu2303",NA,NA
"Otu2305",NA,NA
"Otu2309","Corynebacterium","sundsvallense/thomssenii"
"Otu2317","Aquimarina","litoralis"
"Otu2320",NA,NA
"Otu2326",NA,NA
"Otu2338",NA,NA
"Otu2339",NA,NA
"Otu2345",NA,NA
"Otu2353","Veillonella","parvula/rogosae/tobetsuensis"
"Otu2358",NA,NA
"Otu2360",NA,NA
"Otu2362",NA,NA
"Otu2364",NA,NA
"Otu2369",NA,NA
"Otu2376",NA,NA
"Otu2381","Corynebacterium","amycolatum/jeikeium/lactis/urealyticum/vitaeruminis"
"Otu2383",NA,NA
"Otu2384",NA,NA
"Otu2387",NA,NA
"Otu2391",NA,NA
"Otu2395","Gardnerella","vaginalis"
"Otu2406",NA,NA
"Otu2419",NA,NA
"Otu2422",NA,NA
"Otu2423",NA,NA
"Otu2426",NA,NA
"Otu2432",NA,NA
"Otu2434",NA,NA
"Otu2435",NA,NA
"Otu2440",NA,NA
"Otu2447",NA,NA
"Otu2454",NA,NA
"Otu2463",NA,NA
"Otu2464",NA,NA
"Otu2465",NA,NA
"Otu2466",NA,NA
"Otu2467",NA,NA
"Otu2468",NA,NA
"Otu2473",NA,NA
"Otu2476",NA,NA
"Otu2480",NA,NA
"Otu2481",NA,NA
"Otu2494",NA,NA
"Otu2498",NA,NA
"Otu2500",NA,NA
